"agreement_label","agreement_confidence","comment_id","topic","error"
"Disagree",0.85,"racial_comment_103034","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_103037","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_128776","Population Growth and Economic Implications",NA
"Disagree",0.88,"racial_comment_103089","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_103036","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_128887","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_103148","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_128919","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_128888","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_103149","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_103217","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_128987","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_128988","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_128990","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_103306","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129073","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129072","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_103151","Population Growth and Economic Implications",NA
"Neither/Unclear",0.6,"racial_comment_129003","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_103394","Affordable Housing and Demographic Shifts",NA
"Disagree",0.88,"racial_comment_103397","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_103344","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_129083","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129152","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_103430","Population Growth and Economic Implications",NA
"Neither/Unclear",0.6,"racial_comment_103345","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_103399","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_103382","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_103455","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_129195","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_129191","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129215","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_129126","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_129234","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_103524","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_129190","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_129214","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_103525","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_103522","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129235","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_103590","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_103554","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_103588","Diversity and Immigration in North America",NA
"Neither/Unclear",0.65,"racial_comment_129248","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_129245","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_103661","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_129246","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_103684","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_129277","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129280","Affordable Housing and Demographic Shifts",NA
"Mixed/Ambiguous",0.65,"racial_comment_103720","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129262","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129429","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_103760","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_129451","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_103758","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_103523","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_129249","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_103807","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_129347","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_103843","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129452","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129487","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_103845","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_103844","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_103846","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129536","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_129550","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_103855","Political Polarization in Immigration Policies",NA
"Disagree",0.92,"racial_comment_103685","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129569","Population Growth and Economic Implications",NA
"Disagree",0.85,"racial_comment_129549","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_104036","Affordable Housing and Demographic Shifts",NA
"Agree",0.85,"racial_comment_104024","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_104013","Corporate Diversity Equity and Inclusion Training",NA
"Mixed/Ambiguous",0.78,"racial_comment_129588","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_104102","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_129590","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_129607","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_104183","Affordable Housing and Demographic Shifts",NA
"Mixed/Ambiguous",0.7,"racial_comment_104184","Affordable Housing and Demographic Shifts",NA
"Mixed/Ambiguous",0.7,"racial_comment_129620","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_129623","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_129665","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129608","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_104252","Population Growth and Economic Implications",NA
"Disagree",0.88,"racial_comment_104254","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_104264","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_129688","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_104288","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_129689","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_104302","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_129710","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129690","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_104368","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129757","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_104366","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_129773","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_104316","Asian Population Dynamics and Implications",NA
"Disagree",0.92,"racial_comment_129774","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_129911","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_104381","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_104382","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_104289","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_129768","International Student Migration and Education",NA
"Disagree",0.92,"racial_comment_104401","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_129916","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_104423","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129966","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_104417","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_104418","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_129968","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_104483","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_130017","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_129915","Population Growth and Economic Implications",NA
"Neither/Unclear",0.6,"racial_comment_129972","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_104550","Population Growth and Economic Implications",NA
"Disagree",0.85,"racial_comment_104584","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_104380","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_130033","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_104598","Diversity and Immigration in North America",NA
"Agree",0.78,"racial_comment_130049","Asian Population Dynamics and Implications",NA
"Agree",0.85,"racial_comment_130051","Asian Population Dynamics and Implications",NA
"Disagree",0.95,"racial_comment_130087","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_104689","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_130050","Asian Population Dynamics and Implications",NA
"Neither/Unclear",0.6,"racial_comment_130083","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_104713","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_104722","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_104690","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_130089","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_104734","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_104563","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_130122","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_104793","Population Growth and Economic Implications",NA
